step,label,q_policy,q_demo,q_ratio,behav_div_bc_0,behav_div_bc_1,behav_div_demo_0,behav_div_demo_1
0,BC (step 0),0.18815494999289512,0.1886130740046501,0.9975710380105778,0.0,0.0,0.22326415067911148,0.24004938647150995
25000,TD3-BC (step 25000),0.19031573808193206,0.19010791996121407,1.001093106009625,0.013589033478870988,0.012042110918089748,0.21716855177283287,0.23678252559900284
50000,TD3-BC (step 50000),0.19065087416768073,0.1904422659277916,1.001095335785465,0.01370054534636438,0.012044994477182627,0.2166573319733143,0.23907501477003099
75000,TD3-BC (step 75000),0.18859607821702956,0.18839432373642923,1.0010708627833924,0.01365734576061368,0.01202646598406136,0.2155052595436573,0.23519335395097732
100000,TD3-BC (step 100000),0.18942152577638627,0.18921609124541283,1.0010856609433412,0.013583323014900088,0.01198052447848022,0.21649421307444572,0.23109609436988832
